;company_id;NFS_CODE;NFS_NAME;LT_NNR2;LT_NAME;IL_NAME;IL_NUMBER;IL_DATE;IL_DATE_BEGIN;IL_DATE_END;IL_DATE_NULLIFY;IL_TERM;IL_DUPLICAT_DATE;IL_DUPLICAT_NO;LT_NNR_DUPL;IL_REREG_DATE;IL_REREG_NO;LT_NNR_REREG;IL_SUSPEND_DATE;LT_NNR_SUSPEND;IL_RESUME_DATE;LT_NNR_RESUME;IL_NULLIFY_NO;LT_BOOL;IL_APPOINTMENT;ILD_LRO_DATE;ILD_AOC_NUM;ILD_AOC_DATE;ILD_AOSRS_NUM;ILD_AOSRS_DATE
10;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ ВІД ВОГНЕВИХ РИЗИКІВ ТА РИЗИКІВ СТИХІЙНИХ ЯВИЩ ; АВ № 528977 ; ; 19.02.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
11;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ ВІД НЕЩАСНИХ ВИПАДКІВ ; АВ № 528972 ; ; 19.02.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
12;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ ВОДНОГО ТРАНСПОРТУ (ВКЛЮЧАЮЧИ ВІДПОВІДАЛЬНІСТЬ ПЕРЕВІЗНИКА) ; АВ № 528986 ; ; 30.10.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
13;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ ВІДПОВІДАЛЬНОСТІ ПЕРЕД ТРЕТІМИ ОСОБАМИ [КРІМ ЦИВІЛЬНОЇ ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ НАЗЕМНОГО ТРАНСПОРТУ, ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ ПОВІТРЯНОГО ТРАНСПОРТУ, ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ ВОДНОГО ТРАНСПОРТУ (ВКЛЮЧАЮЧИ ВІДПОВІДАЛЬНІСТЬ ПЕРЕВІЗНИКА) ; АВ № 528976 ; ; 19.02.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
14;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ ВОДНОГО ТРАНСПОРТУ (МОРСЬКОГО  ВНУТРІШНЬОГО ТА ІНШИХ ВИДІВ ВОДНОГО ТРАНСПОРТУ) ; АВ № 528980 ; ; 19.02.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
15;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ ЗДОРОВ'Я НА ВИПАДОК ХВОРОБИ ; АВ № 528973 ; ; 19.02.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
16;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ КРЕДИТІВ (У ТОМУ ЧИСЛІ ВІДПОВІДАЛЬНОСТІ ПОЗИЧАЛЬНИКА ЗА НЕПОГАШЕННЯ КРЕДИТУ) ; АВ № 528981 ; ; 19.02.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
17;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ МАЙНА [КРІМ ЗАЛІЗНИЧНОГО, НАЗЕМНОГО, ПОВІТРЯНОГО, ВОДНОГО ТРАНСПОРТУ (МОРСЬКОГО ВНУТРІШНЬОГО ТА ІНШИХ ВИДІВ ВОДНОГО ТРАНСПОРТУ), ВАНТАЖІВ ТА БАГАЖУ (ВАНТАЖОБАГАЖУ)] ; АВ № 528975 ; ; 19.02.2007 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
18;0; 11.53 ;" ПОСЛУГИ У СФЕРІ СТРАХУВАННЯ; СТРАХОВІ ПОСЛУГИ "; Заява лiцензiата про анулювання лiцензiї ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ МЕДИЧНИХ ВИТРАТ ; АВ № 528984 ; ; 16.07.2009 ; ; 13.04.2017 ; БЕЗСТРОКОВИЙ ; ; ; ; 13.04.2017 ; ; Н/В ; ; ; ; ; 1110 ; Так ; ; ; ; ; ; 
19;0; 2.2 ; Обов`язковіі види страхування (інші) ; Виключення страховика з членів МТСБУ, втрата страховиком статусу асоційованого або повного члена МТСБУ, позбавлення членства в МТСБУ ; АНУЛЮВАННЯ ЛІЦЕНЗІЇ ; СТРАХУВАННЯ ЦИВІЛЬНО-ПРАВОВОЇ ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ НАЗЕМНИХ ТРАНСПОРТНИХ ЗАСОБІВ ; АГ № 569473 ; ; 21.02.2011 ; ; 03.07.2014 ; БЕЗСТРОКОВИЙ ; ; ; ; ; ; Н/В ; ; ; ; ; 1999 ; Ні ; ; ; ; ; ; 
20;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ НАЗЕМНОГО ТРАНСПОРТУ (КРІМ ЗАЛІЗНИЧНОГО) ; АВ № 528939 ; ; 30.10.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
21;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ МЕДИЧНИХ ВИТРАТ ; АВ № 528940 ; ; 30.10.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
22;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВІД ВОГНЕВИХ РИЗИКІВ ТА РИЗИКІВ СТИХІЙНИХ ЯВИЩ ; АВ № 528943 ; ; 05.05.2006 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
23;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ МАЙНА [КРІМ ЗАЛІЗНИЧНОГО, НАЗЕМНОГО, ПОВІТРЯНОГО, ВОДНОГО ТРАНСПОРТУ (МОРСЬКОГО ВНУТРІШНЬОГО ТА ІНШИХ ВИДІВ ВОДНОГО ТРАНСПОРТУ), ВАНТАЖІВ ТА БАГАЖУ (ВАНТАЖОБАГАЖУ)] ; АВ № 528944 ; ; 05.05.2006 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
24;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВІД НЕЩАСНИХ ВИПАДКІВ ; АВ № 528945 ; ; 05.05.2006 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
25;1; 2.2 ; Обов`язковіі види страхування (інші) ; ; Діюча ліцензія ; СТРАХУВАННЯ ВІДПОВІДАЛЬНОСТІ СУБ`ЄКТІВ ПЕРЕВЕЗЕННЯ НЕБЕЗПЕЧНИХ ВАНТАЖІВ НА ВИПАДОК НАСТАННЯ НЕГАТИВНИХ НАСЛІДКІВ ПРИ ПЕРЕВЕЗЕННІ НЕБЕЗПЕЧНИХ ВАНТАЖІВ ; АВ № 528949 ; ; 27.12.2005 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
26;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВИДАНИХ ГАРАНТІЙ (ПОРУК) ТА ПРИЙНЯТИХ ГАРАНТІЙ ; АВ № 528942 ; ; 18.01.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
27;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ФІНАНСОВИХ РИЗИКІВ ; АВ № 528941 ; ; 18.01.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
28;1; 2.2 ; Обов`язковіі види страхування (інші) ; ; Діюча ліцензія ; СТРАХУВАННЯ ЦИВІЛЬНОЇ ВІДПОВІДАЛЬНОСТІ СУБ`ЄКТІВ ГОСПОДАРЮВАННЯ ЗА ШКОДУ, ЯКУ МОЖЕ БУТИ ЗАПОДІЯНО ПОЖЕЖАМИ ТА АВАРІЯМИ НА ОБ`ЄКТАХ ПІДВИЩЕНОЇ НЕБЕЗПЕКИ, ВКЛЮЧАЮЧИ ПОЖЕЖОВИБУХОНЕБЕЗПЕЧНІ  ОБ`ЄКТИ ТА ОБ`ЄКТИ, ГОСПОДАРСЬКА ДІЯЛЬНІСТЬ НА ЯКИХ МОЖЕ ПРИЗВЕСТИ ДО АВАРІЙ ЕКОЛОГІЧНОГО ТА САНІТАРНО-ЕПІДЕМІОЛОГІЧНОГО ХАРАКТЕРУ ; АВ № 528946 ; ; 06.11.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
29;1; 2.2 ; Обов`язковіі види страхування (інші) ; ; Діюча ліцензія ; ОСОБИСТЕ  СТРАХУВАННЯ ВІД НЕЩАСНИХ ВИПАДКІВ НА ТРАНСПОРТІ ; АВ № 528947 ; ; 06.11.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
30;1; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВАНТАЖІВ ТА БАГАЖУ (ВАНТАЖОБАГАЖУ) ; АВ № 528948 ; ; 27.12.2005 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 04.06.2010 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
31;2; 2.5 ; Добровільні види страхування  ; ; Н/В ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
32;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВІД ВОГНЕВИХ РИЗИКІВ ТА РИЗИКІВ СТИХІЙНИХ ЯВИЩ ; АВ № 584471 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
33;3; 2.2 ; Обов`язковіі види страхування (інші) ; ; Діюча ліцензія ; ОСОБИСТЕ СТРАХУВАННЯ ПРАЦІВНИКІВ ВІДОМЧОЇ (КРІМ ТИХ, ЯКІ ПРАЦЮЮТЬ В УСТАНОВАХ І ОРГАНІЗАЦІЯХ, ЩО ФІНАНСУЮТЬСЯ З ДЕРЖАВНОГО БЮДЖЕТУ УКРАЇНИ) ТА СІЛЬСЬКОЇ ПОЖЕЖНОЇ ОХОРОНИ І ЧЛЕНІВ ДОБРОВІЛЬНИХ ПОЖЕЖНИХ ДРУЖИН (КОМАНД) ; АВ № 584476 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
34;3; 2.2 ; Обов`язковіі види страхування (інші) ; ; Діюча ліцензія ; СТРАХУВАННЯ ЦИВІЛЬНОЇ ВІДПОВІДАЛЬНОСТІ СУБ`ЄКТІВ ГОСПОДАРЮВАННЯ ЗА ШКОДУ, ЯКУ МОЖЕ БУТИ ЗАПОДІЯНО ПОЖЕЖАМИ ТА АВАРІЯМИ НА ОБ`ЄКТАХ ПІДВИЩЕНОЇ НЕБЕЗПЕКИ, ВКЛЮЧАЮЧИ ПОЖЕЖОВИБУХОНЕБЕЗПЕЧНІ ОБ`ЄКТИ ТА ОБ`ЄКТИ, ГОСПОДАРСЬКА ДІЯЛЬНІСТЬ НА ЯКИХ МОЖЕ ПРИЗВЕСТИ ДО АВАРІЙ ЕКОЛОГІЧНОГО ТА САНІТАРНО-ЕПІДЕМІОЛОГІЧНОГО ХАРАКТЕРУ ; АВ № 584465 ; ; 20.12.2005 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
35;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; МЕДИЧНЕ СТРАХУВАННЯ (БЕЗПЕРЕРВНЕ СТРАХУВАННЯ ЗДОРОВ`Я) ; АВ № 584467 ; ; 07.08.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
36;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВІД НЕЩАСНИХ ВИПАДКІВ ; АВ № 584469 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
37;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВАНТАЖІВ ТА БАГАЖУ (ВАНТАЖОБАГАЖУ) ; АВ № 584468 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
38;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ФІНАНСОВИХ РИЗИКІВ ; АВ № 584475 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
39;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ НАЗЕМНОГО ТРАНСПОРТУ (КРІМ ЗАЛІЗНИЧНОГО) ; АВ № 584474 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
40;3; 2.2 ; Обов`язковіі види страхування (інші) ; ; Діюча ліцензія ; ОСОБИСТЕ СТРАХУВАННЯ ВІД НЕЩАСНИХ ВИПАДКІВ НА ТРАНСПОРТІ ; АВ № 584472 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
41;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ МАЙНА [КРІМ ЗАЛІЗНИЧНОГО, НАЗЕМНОГО, ПОВІТРЯНОГО, ВОДНОГО ТРАНСПОРТУ (МОРСЬКОГО ВНУТРІШНЬОГО ТА ІНШИХ ВИДІВ ВОДНОГО ТРАНСПОРТУ), ВАНТАЖІВ ТА БАГАЖУ (ВАНТАЖОБАГАЖУ)] ; АВ № 584470 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
42;3; 2.5 ; Добровільні види страхування  ; ; Діюча ліцензія ; СТРАХУВАННЯ ВІДПОВІДАЛЬНОСТІ ПЕРЕД ТРЕТІМИ ОСОБАМИ [КРІМ ЦИВІЛЬНОЇ ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ НАЗЕМНОГО ТРАНСПОРТУ, ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ ПОВІТРЯНОГО ТРАНСПОРТУ, ВІДПОВІДАЛЬНОСТІ ВЛАСНИКІВ ВОДНОГО ТРАНСПОРТУ (ВКЛЮЧАЮЧИ ВІДПОВІДАЛЬНІСТЬ ПЕРЕВІЗНИКА)] ; АВ № 584473 ; ; 18.03.2010 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
43;3; 2.2 ; Обов`язковіі види страхування (інші) ; ; Діюча ліцензія ; СТРАХУВАННЯ ЦИВІЛЬНОЇ ВІДПОВІДАЛЬНОСТІ ГРОМАДЯН УКРАЇНИ, ЩО МАЮТЬ У ВЛАСНОСТІ ЧИ ІНШОМУ ЗАКОННОМУ ВОЛОДІННІ ЗБРОЮ, ЗА ШКОДУ, ЯКА МОЖЕ БУТИ ЗАПОДІЯНА ТРЕТІЙ ОСОБІ АБО ЇЇ МАЙНУ ВНАСЛІДОК ВОЛОДІННЯ, ЗБЕРІГАННЯ ЧИ ВИКОРИСТАННЯ ЦІЄЇ ЗБРОЇ ; АВ № 584466 ; ; 07.08.2007 ; ; ; БЕЗСТРОКОВИЙ ; ; ; ; 22.06.2011 ; ; ; ; ; ; ; ; Ні ; ; ; ; ; ; 
